"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r"
0.083217,-0.004737,-0.99652,-0.090952,0.000455,-0.995855,-0.004,-0.002,-0.091,0.052,-0.015,0.18,0.17,0.17,0,0,0,0,0,0,0,0.29,0.07,0,0,0.18,0,0
0.349518,-0.060461,-0.934977,0.208885,-0.052966,-0.976505,0.284,-0.059,-0.211,-0.298,-0.211,0.77,0,0.28,0,0,0,0,0,0,0,0.84,0.18,0,0,0.07,1.02,0.37
0.438286,0.005044,-0.898821,0.280942,-0.005592,-0.959708,0.369,0,-0.119,-0.431,-0.018,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.54,0.59,0.8
0.013986,0.052709,-0.998512,-0.208213,0.027067,-0.977709,-0.098,0.04,-0.083,0.067,-0.028,0.12,0.18,0.28,0,0,0,0,0,0,0,0.21,0.11,0,0,0.18,0,0.06
0.607088,-0.101544,-0.78812,0.468102,-0.217331,-0.856532,0.579,-0.192,-0.261,-0.395,-0.027,0.62,0.11,0,0,0,0,0.33,0,0,0,0,0,0.67,0,0.67,0,0
0.035074,-0.089333,-0.995384,-0.181186,-0.12245,-0.975796,-0.074,-0.107,-0.197,-0.072,0.03,0,0,0,0.04,0,0.71,0,0,0,0,0.01,1.23,0,0.03,0.73,0.84,0
0.392729,0.207104,-0.896031,0.276561,0.089133,-0.956854,0.347,0.159,-0.104,-0.482,0.31,0,0,0,0,0,0,0,0.59,0,0,0.8,1.32,0.59,0,0.1,0.04,2.4
0.027184,-0.141503,-0.989564,-0.160045,-0.146219,-0.97622,-0.067,-0.145,-0.251,-0.042,0.058,0,0,0,0.38,0,1.21,0,0,0,0,0,1.18,0,0.58,0.51,0.86,0
0.07471,-0.080062,-0.993986,-0.021171,-0.074457,-0.997,0.027,-0.077,-0.189,-0.067,0.031,0,0,0,0,0,0.81,0,0,0,0,0.08,1.14,0,0,0.94,0.73,0.14
0.393135,-0.009229,-0.919434,0.305506,-0.029256,-0.951741,0.357,-0.021,-0.119,-0.48,0.332,0,0,0,0,0,0,0,0.79,0,0,1.3,1.35,0.98,0,0.04,0.18,0
