"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Tx","pose_Ty","pose_Tz","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r"
-0.349544,-0.395552,-0.849328,-0.496548,-0.383572,-0.778661,-0.479,-0.446,133.3,-50.9,895.6,-0.698,0.532,0.265,1.04,1.9,0.35,0.4,0,0.1,0.02,0,0,0.01,0.1,0,0,0.68,0.22
-0.354677,-0.394111,-0.847868,-0.499236,-0.380703,-0.77835,-0.484,-0.445,132.4,-50.5,893.8,-0.697,0.538,0.26,1.16,2.01,0.39,0.44,0,0.16,0,0,0,0.05,0.11,0,0,0.67,0.22
-0.355176,-0.393091,-0.848133,-0.499378,-0.379232,-0.778976,-0.484,-0.443,132.1,-50.4,892.9,-0.697,0.538,0.259,1.19,2.09,0.39,0.24,0,0.17,0.01,0,0,0.12,0.06,0.02,0,0.65,0.27
-0.356008,-0.390813,-0.848836,-0.501744,-0.377561,-0.778268,-0.485,-0.441,131.6,-50.5,893.5,-0.693,0.542,0.255,1.14,2.04,0.31,0.18,0,0.1,0.01,0,0,0.12,0.06,0.02,0,0.46,0.38
-0.36182,-0.388177,-0.847588,-0.505618,-0.373327,-0.777803,-0.49,-0.438,130.4,-50.3,892.9,-0.684,0.55,0.245,1.08,1.98,0.26,0.07,0,0.03,0.01,0,0,0.12,0.08,0.02,0,0.19,0.51
-0.360825,-0.390846,-0.846785,-0.504058,-0.375388,-0.777823,-0.489,-0.441,130.1,-50.2,891.5,-0.687,0.548,0.241,1.11,2.05,0.29,0.07,0,0.22,0,0,0,0.16,0.08,0,0,0.09,0.61
-0.364892,-0.386617,-0.846983,-0.507135,-0.370824,-0.778013,-0.493,-0.436,129.6,-50.2,893,-0.683,0.555,0.239,1.14,2.1,0.31,0.01,0,0.2,0,0,0,0.31,0.17,0.2,0,0.11,0.44
-0.366754,-0.384444,-0.847168,-0.50992,-0.368029,-0.777519,-0.495,-0.434,128.8,-50,891.8,-0.682,0.558,0.237,1.21,2.26,0.34,0.07,0,0.2,0,0,0,0.31,0.22,0.2,0,0.39,0.32
-0.368439,-0.387887,-0.844865,-0.510356,-0.370215,-0.776194,-0.497,-0.437,128.4,-50,892,-0.686,0.561,0.234,1.24,2.29,0.3,0.13,0,0.04,0,0,0,0.23,0.22,0.2,0,0.73,0.22
-0.368518,-0.38943,-0.84412,-0.51071,-0.371624,-0.775287,-0.497,-0.439,128.3,-50,892.1,-0.688,0.562,0.233,1.26,2.4,0.3,0.23,0,0.04,0,0,0,0.15,0.19,0,0,0.83,0.22
-0.370472,-0.384228,-0.845647,-0.512382,-0.366396,-0.776671,-0.498,-0.433,127.5,-49.6,889,-0.683,0.564,0.232,1.24,2.43,0.31,0.25,0,0.04,0,0,0,0.22,0.3,0,0,0.66,0.12
-0.375049,-0.381938,-0.844666,-0.516713,-0.363444,-0.775188,-0.503,-0.431,127.1,-49.6,889.8,-0.68,0.57,0.234,1.21,2.43,0.34,0.32,0,0,0,0,0,0.21,0.47,0,0,0.45,0
-0.37475,-0.381882,-0.844824,-0.517187,-0.363315,-0.774932,-0.503,-0.431,127.3,-49.6,890.9,-0.68,0.57,0.236,1.25,2.37,0.35,0.28,0,0.1,0,0,0,0.28,0.46,0.11,0,0.37,0
-0.374351,-0.377934,-0.846775,-0.517601,-0.358872,-0.776724,-0.502,-0.426,127.1,-49.7,893.1,-0.672,0.57,0.229,1.28,2.4,0.41,0.36,0,0.1,0,0,0,0.2,0.34,0.11,0,0.47,0
-0.373763,-0.380592,-0.845843,-0.517388,-0.360974,-0.775891,-0.502,-0.429,126.7,-49.7,893.8,-0.673,0.57,0.229,1.33,2.39,0.47,0.37,0,0.2,0,0,0,0.36,0.24,0.17,0,0.49,0
-0.372611,-0.377075,-0.847924,-0.516339,-0.357738,-0.778085,-0.5,-0.424,126.4,-49.6,892.9,-0.671,0.57,0.228,1.33,2.45,0.54,0.46,0,0.19,0,0,0,0.44,0.18,0.11,0,0.57,0
-0.372592,-0.377983,-0.847528,-0.516511,-0.358535,-0.777604,-0.501,-0.426,126.4,-49.6,892.8,-0.671,0.57,0.228,1.34,2.29,0.53,0.3,0,0.27,0,0,0,0.45,0.28,0.11,0,0.62,0.07
-0.366866,-0.371811,-0.85274,-0.51221,-0.355959,-0.781623,-0.493,-0.419,126.3,-50,893.8,-0.666,0.568,0.229,1.35,2.22,0.4,0.2,0,0.19,0,0,0,0.27,0.21,0.05,0,0.73,0.11
-0.368568,-0.369275,-0.853108,-0.515082,-0.355391,-0.779992,-0.496,-0.418,126.4,-50.2,893.1,-0.663,0.574,0.228,1.33,2.1,0.28,0.11,0,0.11,0,0,0,0.14,0.16,0.02,0,0.92,0.11
-0.369631,-0.367734,-0.853314,-0.515768,-0.353917,-0.780209,-0.497,-0.416,126.4,-50.2,893,-0.661,0.575,0.228,1.28,2.09,0.21,0.1,0,0.04,0,0,0,0.18,0,0.06,0,0.91,0.04
-0.369052,-0.361704,-0.856137,-0.515437,-0.349181,-0.782558,-0.495,-0.409,126.4,-50.3,893.3,-0.658,0.575,0.228,1.14,1.86,0.16,0.06,0,0.02,0,0,0,0.35,0,0.07,0,0.84,0.26
-0.366443,-0.360976,-0.857564,-0.5129,-0.348168,-0.784673,-0.492,-0.408,126.5,-50.5,892.6,-0.655,0.571,0.22,1.02,1.7,0.09,0.01,0,0,0,0,0,0.48,0,0.06,0,0.79,0.5
-0.366775,-0.357924,-0.858701,-0.513559,-0.345441,-0.785447,-0.492,-0.404,126.5,-50.5,892.9,-0.654,0.572,0.218,0.98,1.59,0,0.08,0,0.01,0,0,0,0.4,0.01,0.01,0,0.84,0.54
-0.367011,-0.35241,-0.860878,-0.514142,-0.339906,-0.787478,-0.491,-0.398,126.7,-50.6,893,-0.648,0.573,0.212,0.94,1.71,0,0.08,0,0.06,0,0,0,0.22,0.01,0,0,1.02,0.33
-0.366249,-0.355048,-0.860118,-0.513876,-0.342483,-0.786535,-0.491,-0.401,126.9,-50.8,895,-0.652,0.574,0.214,1,1.78,0,0.13,0,0.1,0,0,0,0.16,0.01,0,0,0.87,0.1
-0.364782,-0.354606,-0.860923,-0.511328,-0.342634,-0.788128,-0.488,-0.4,126.7,-50.7,894.8,-0.651,0.571,0.215,1.02,1.8,0,0.1,0,0.09,0,0,0,0.3,0,0,0,0.7,0.06
-0.364415,-0.354074,-0.861297,-0.510917,-0.342016,-0.788663,-0.488,-0.399,126.7,-50.7,894.8,-0.65,0.57,0.216,1.05,1.84,0.01,0.16,0,0.12,0,0,0,0.29,0.06,0,0,0.44,0.08
-0.362225,-0.352557,-0.862842,-0.50976,-0.341746,-0.789528,-0.486,-0.398,126.7,-50.6,894.5,-0.65,0.569,0.216,0.98,1.83,0.03,0.14,0,0.11,0.01,0,0,0.37,0.06,0,0,0.61,0.08
-0.362611,-0.34992,-0.863753,-0.509993,-0.337271,-0.7913,-0.485,-0.394,126.8,-50.8,895.3,-0.643,0.568,0.211,0.9,1.83,0.03,0.13,0,0.15,0.02,0,0,0.46,0.06,0,0,0.77,0.08
-0.362496,-0.348791,-0.864258,-0.509596,-0.336046,-0.792076,-0.485,-0.392,126.8,-50.8,895.4,-0.642,0.567,0.209,0.88,1.86,0.02,0.14,0,0.2,0.07,0,0,0.54,0,0,0,0.83,0.08
-0.364543,-0.35098,-0.862509,-0.513707,-0.338168,-0.788509,-0.489,-0.395,126.5,-50.8,895,-0.645,0.572,0.212,0.9,1.92,0.04,0.15,0,0.25,0.06,0,0,0.45,0,0,0,0.67,0.09
-0.364703,-0.34672,-0.864163,-0.512916,-0.334988,-0.790379,-0.488,-0.391,126.1,-50.6,892.5,-0.64,0.572,0.208,0.94,1.96,0.07,0.15,0,0.25,0.05,0,0,0.34,0,0,0,0.59,0.12
-0.36564,-0.345239,-0.864359,-0.513524,-0.333378,-0.790666,-0.488,-0.389,126.1,-50.6,892.4,-0.639,0.573,0.207,0.98,1.83,0.07,0.09,0,0.22,0,0,0,0.39,0,0,0,0.66,0.04
-0.365016,-0.346125,-0.864269,-0.513982,-0.334693,-0.789813,-0.488,-0.39,126.2,-50.7,893.1,-0.638,0.574,0.206,1,1.75,0.09,0.11,0,0.31,0.01,0,0,0.32,0,0,0,0.76,0.04
-0.362908,-0.345806,-0.865284,-0.511808,-0.334503,-0.791303,-0.486,-0.39,126.2,-50.7,893.5,-0.638,0.572,0.204,1.01,1.64,0.07,0.07,0,0.32,0.01,0,0,0.2,0,0,0,0.81,0
-0.363513,-0.346376,-0.864801,-0.513073,-0.33452,-0.790477,-0.487,-0.39,125.8,-50.6,892.8,-0.638,0.574,0.206,1.03,1.64,0.07,0.1,0,0.28,0.01,0,0,0.06,0,0,0,0.84,0
-0.364188,-0.346063,-0.864643,-0.513553,-0.334182,-0.790307,-0.488,-0.39,125.9,-50.6,893,-0.639,0.575,0.207,1.05,1.57,0.01,0.16,0,0.13,0.01,0,0,0.04,0,0,0,0.73,0.07
-0.362415,-0.348992,-0.864211,-0.510146,-0.33712,-0.791266,-0.485,-0.393,125.5,-50.5,892.3,-0.641,0.571,0.209,1.08,1.57,0.03,0.22,0,0.12,0.04,0,0,0.16,0,0,0,0.7,0.07
-0.366179,-0.34503,-0.864215,-0.512532,-0.332408,-0.791717,-0.488,-0.388,125.1,-50.2,889,-0.634,0.575,0.204,1.11,1.55,0.09,0.26,0,0.1,0.1,0,0,0.31,0,0,0,0.63,0.07
-0.364404,-0.344425,-0.865206,-0.510676,-0.3322,-0.793003,-0.486,-0.387,125.1,-50.2,889,-0.633,0.573,0.202,1.15,1.56,0.09,0.2,0,0.09,0.09,0,0,0.28,0,0,0,0.69,0.05
-0.367378,-0.344506,-0.863915,-0.514987,-0.330544,-0.790904,-0.49,-0.387,124.9,-50.1,889.7,-0.631,0.578,0.2,1.19,1.68,0.1,0.21,0,0.21,0.06,0,0,0.17,0,0,0,0.76,0.05
-0.363226,-0.344744,-0.865574,-0.512286,-0.331678,-0.792183,-0.486,-0.387,124.9,-50.2,893,-0.633,0.572,0.199,1.23,1.78,0.05,0.25,0,0.3,0,0,0,0.03,0,0,0,0.86,0.05
-0.364356,-0.346407,-0.864434,-0.513603,-0.333069,-0.790745,-0.488,-0.39,124.9,-50.2,893.3,-0.636,0.575,0.2,1.34,1.85,0.19,0.32,0,0.44,0.04,0,0,0.03,0,0,0,0.9,0
-0.366577,-0.34045,-0.865861,-0.513976,-0.324481,-0.794066,-0.488,-0.381,124.7,-49.8,897.5,-0.633,0.569,0.186,1.46,1.85,0.3,0.34,0,0.39,0.1,0,0,0.02,0,0,0,0.94,0.05
-0.36512,-0.340515,-0.866451,-0.512848,-0.324435,-0.794814,-0.486,-0.381,124.6,-49.7,896.9,-0.634,0.568,0.183,1.53,1.96,0.41,0.36,0,0.4,0.1,0,0,0.01,0,0,0,0.91,0.05
-0.361784,-0.346041,-0.865661,-0.510256,-0.329754,-0.794293,-0.484,-0.387,123.8,-49.6,893.7,-0.632,0.566,0.184,1.47,2.09,0.36,0.36,0,0.38,0.07,0,0,0,0.04,0,0,0.82,0.05
-0.360003,-0.346117,-0.866373,-0.50863,-0.329988,-0.795238,-0.482,-0.386,123.7,-49.6,893.3,-0.631,0.563,0.185,1.4,2.08,0.28,0.43,0,0.37,0,0,0,0.04,0.04,0.03,0,0.8,0
-0.363469,-0.34893,-0.863793,-0.51204,-0.333704,-0.791491,-0.487,-0.391,123.3,-49.5,890.5,-0.632,0.571,0.186,1.31,1.88,0.23,0.42,0,0.41,0,0,0,0.2,0.04,0.03,0,0.78,0
-0.36187,-0.342184,-0.867156,-0.510221,-0.327493,-0.79525,-0.483,-0.383,122.9,-49.6,890,-0.628,0.569,0.186,1.25,1.69,0.21,0.46,0,0.43,0,0,0,0.38,0,0.03,0,0.88,0
-0.362173,-0.341805,-0.867179,-0.510621,-0.326934,-0.795223,-0.483,-0.382,122.9,-49.6,890.2,-0.629,0.57,0.187,1.25,1.68,0.16,0.41,0,0.46,0,0,0,0.47,0,0,0,0.85,0
-0.360877,-0.340122,-0.868381,-0.509823,-0.325776,-0.79621,-0.482,-0.381,122.8,-49.6,889.5,-0.625,0.568,0.182,1.31,1.79,0.16,0.37,0,0.33,0,0,0,0.46,0,0,0,0.88,0
-0.360334,-0.337334,-0.869692,-0.508465,-0.323334,-0.798072,-0.48,-0.377,122.6,-49.5,889,-0.622,0.568,0.184,1.36,1.93,0.18,0.31,0,0.26,0,0,0,0.42,0,0,0,0.89,0
-0.359426,-0.336232,-0.870495,-0.507424,-0.322563,-0.799046,-0.479,-0.376,122.6,-49.5,889.4,-0.62,0.566,0.183,1.38,1.86,0.36,0.44,0,0.28,0,0,0,0.43,0,0,0,0.93,0
-0.362045,-0.339605,-0.868096,-0.508475,-0.32322,-0.798112,-0.481,-0.379,122.7,-49.3,891.4,-0.625,0.564,0.178,1.43,1.89,0.42,0.44,0,0.35,0,0,0,0.4,0,0,0,0.94,0
-0.36268,-0.338937,-0.868092,-0.508336,-0.322136,-0.798638,-0.482,-0.378,123.4,-49.2,897.8,-0.629,0.563,0.178,1.51,1.88,0.54,0.34,0,0.41,0,0,0,0.31,0,0,0,0.94,0
-0.361852,-0.338129,-0.868753,-0.508492,-0.321198,-0.798917,-0.481,-0.376,123.3,-49.1,896.6,-0.627,0.562,0.174,1.57,2,0.56,0.12,0,0.4,0,0,0,0.27,0,0,0,0.9,0
-0.362101,-0.337585,-0.868861,-0.509085,-0.320837,-0.798684,-0.481,-0.376,123.2,-49.1,896,-0.627,0.563,0.173,1.56,2.02,0.64,0.16,0,0.35,0,0,0,0.29,0,0,0,0.74,0
-0.36287,-0.339961,-0.867613,-0.508435,-0.323003,-0.798225,-0.482,-0.379,123.1,-49.1,893.3,-0.627,0.565,0.173,1.52,2.04,0.57,0.21,0,0.37,0,0,0,0.28,0,0,0,0.76,0.07
-0.364623,-0.344427,-0.865113,-0.511015,-0.327357,-0.794796,-0.485,-0.385,122.5,-49.1,889,-0.631,0.568,0.18,1.47,2.04,0.52,0.3,0,0.4,0,0,0,0.29,0,0.03,0,0.75,0.13
-0.36538,-0.344785,-0.864651,-0.5117,-0.327738,-0.794198,-0.486,-0.385,122.5,-49.1,888.9,-0.632,0.568,0.182,1.5,2.09,0.39,0.23,0,0.34,0,0,0,0.35,0,0.03,0,0.92,0.13
-0.362691,-0.342895,-0.866532,-0.510088,-0.326558,-0.79572,-0.483,-0.383,122.6,-49.2,889,-0.626,0.567,0.179,1.45,1.95,0.31,0.33,0,0.3,0,0,0,0.47,0,0.03,0,0.71,0.14
-0.364654,-0.34092,-0.866488,-0.511705,-0.325079,-0.795287,-0.485,-0.381,122.1,-49.3,887.4,-0.627,0.571,0.182,1.41,1.82,0.23,0.36,0,0.27,0,0,0,0.51,0,0,0,0.54,0.15
-0.365355,-0.339473,-0.866761,-0.512334,-0.323582,-0.795493,-0.486,-0.38,122.2,-49.3,887.8,-0.627,0.572,0.183,1.28,1.64,0.17,0.44,0,0.5,0,0,0,0.49,0,0.01,0,0.42,0.26
-0.360013,-0.340747,-0.868494,-0.508636,-0.325343,-0.797146,-0.481,-0.38,122.7,-49.7,893.3,-0.623,0.567,0.181,1.26,1.74,0.17,0.4,0,0.51,0,0,0,0.47,0,0.01,0,0.65,0.37
-0.360908,-0.339574,-0.868582,-0.511104,-0.324929,-0.795735,-0.483,-0.38,122.7,-49.8,894,-0.622,0.571,0.178,1.3,1.78,0.12,0.37,0,0.45,0.02,0,0,0.41,0,0.01,0,0.91,0.3
-0.36311,-0.338191,-0.868204,-0.512985,-0.323064,-0.795284,-0.485,-0.378,122.5,-49.8,892.6,-0.62,0.574,0.176,1.36,1.84,0.14,0.35,0,0.24,0.05,0,0,0.28,0,0,0,1.05,0.19
-0.364728,-0.338141,-0.867545,-0.51457,-0.322743,-0.794389,-0.487,-0.378,122.4,-49.8,892.1,-0.621,0.576,0.176,1.34,1.72,0.1,0.32,0,0.23,0.04,0,0,0.23,0,0,0,0.85,0.13
-0.364965,-0.338557,-0.867283,-0.513343,-0.322508,-0.795278,-0.486,-0.378,122.2,-49.7,891.2,-0.625,0.577,0.178,1.3,1.77,0.13,0.26,0,0.17,0.03,0,0,0.24,0,0,0,0.79,0.16
-0.367766,-0.336993,-0.866709,-0.516114,-0.320716,-0.794209,-0.489,-0.377,122,-49.6,889.3,-0.622,0.58,0.173,1.26,1.82,0.2,0.19,0,0.2,0,0,0,0.38,0,0,0,0.83,0.16
-0.369313,-0.336083,-0.866404,-0.517665,-0.319664,-0.793624,-0.491,-0.376,121.9,-49.6,888.5,-0.623,0.583,0.172,1.29,1.81,0.28,0.19,0,0.21,0,0,0,0.46,0,0,0,1.05,0.03
-0.365672,-0.335827,-0.868046,-0.514397,-0.320708,-0.795325,-0.487,-0.376,122.1,-49.8,890.8,-0.624,0.579,0.173,1.26,1.72,0.29,0.22,0,0.39,0,0,0,0.57,0,0,0,1.04,0
-0.366008,-0.334989,-0.868228,-0.514153,-0.320202,-0.795687,-0.487,-0.375,121.9,-49.7,889.8,-0.621,0.578,0.174,1.25,1.65,0.27,0.22,0,0.51,0,0,0,0.66,0,0,0,0.95,0.05
-0.365286,-0.334235,-0.868823,-0.51311,-0.319341,-0.796706,-0.485,-0.374,121.9,-49.7,890.1,-0.619,0.577,0.174,1.22,1.74,0.21,0.14,0,0.5,0,0,0,0.65,0,0,0,0.84,0.05
-0.365015,-0.337214,-0.867785,-0.513798,-0.322356,-0.795046,-0.486,-0.378,121.8,-49.8,889.5,-0.622,0.577,0.175,1.22,1.85,0.25,0.06,0,0.34,0.04,0,0,0.45,0,0,0,0.86,0.09
-0.366705,-0.339263,-0.866273,-0.516124,-0.322924,-0.793307,-0.489,-0.38,122,-49.9,890.4,-0.624,0.579,0.174,1.25,1.82,0.28,0.05,0,0.19,0.04,0,0,0.16,0,0,0,0.8,0.04
-0.366644,-0.33493,-0.867983,-0.515615,-0.319183,-0.79515,-0.488,-0.375,121.7,-49.7,889,-0.619,0.579,0.172,1.3,1.83,0.31,0.05,0,0.1,0.04,0,0,0.01,0,0,0,0.77,0.04
-0.367392,-0.334945,-0.867661,-0.51635,-0.319234,-0.794652,-0.489,-0.375,121.7,-49.7,888.7,-0.62,0.581,0.172,1.3,1.75,0.23,0.12,0,0.26,0,0,0,0.09,0,0,0,0.7,0.12
-0.361529,-0.336536,-0.869506,-0.511052,-0.322216,-0.796871,-0.482,-0.376,121.8,-49.8,889.9,-0.618,0.574,0.169,1.27,1.77,0.17,0.16,0,0.43,0,0,0,0.26,0,0,0,0.72,0.2
-0.35868,-0.336549,-0.87068,-0.506561,-0.321772,-0.799912,-0.478,-0.375,121.7,-49.8,889.3,-0.618,0.568,0.171,1.23,1.72,0.14,0.23,0,0.57,0,0,0,0.45,0,0,0,0.7,0.29
-0.354836,-0.335398,-0.872697,-0.502735,-0.32167,-0.802363,-0.473,-0.374,121.8,-49.8,889.9,-0.616,0.561,0.171,1.22,1.63,0.17,0.19,0,0.53,0,0,0,0.56,0,0,0,0.59,0.16
-0.349955,-0.329807,-0.876789,-0.498143,-0.316812,-0.807145,-0.467,-0.367,121.8,-49.9,890.9,-0.604,0.553,0.171,1.22,1.53,0.15,0.1,0,0.48,0,0,0,0.58,0,0,0,0.64,0.08
-0.346295,-0.325009,-0.880028,-0.497081,-0.311909,-0.809706,-0.463,-0.36,122.3,-50.2,894.7,-0.597,0.55,0.171,1.22,1.45,0.11,0.05,0,0.5,0,0,0,0.51,0,0,0,0.76,0
-0.343203,-0.322378,-0.882204,-0.494226,-0.309732,-0.812285,-0.459,-0.357,122.6,-50.3,896.9,-0.592,0.545,0.171,1.27,1.41,0.04,0.02,0,0.53,0,0,0,0.57,0,0,0,0.81,0.01
-0.339795,-0.319425,-0.884594,-0.488243,-0.306939,-0.81695,-0.453,-0.353,122.7,-50.5,898.1,-0.585,0.536,0.17,1.27,1.27,0.01,0.02,0,0.47,0,0,0,0.57,0,0,0,0.79,0.07
-0.339629,-0.31198,-0.887311,-0.48821,-0.299884,-0.819586,-0.452,-0.344,122.9,-50.7,899.8,-0.573,0.534,0.17,1.25,1.17,0.01,0.11,0,0.48,0,0,0,0.67,0.08,0.07,0,0.65,0.1
-0.336329,-0.308459,-0.889796,-0.484854,-0.296356,-0.822854,-0.447,-0.339,123,-50.8,902.2,-0.569,0.529,0.169,1.12,1.09,0.01,0.24,0,0.51,0,0,0,0.66,0.17,0.07,0,0.68,0.09
-0.333963,-0.303457,-0.892403,-0.482359,-0.292052,-0.825854,-0.444,-0.334,123.5,-51.1,905.7,-0.561,0.525,0.17,1.05,1.05,0.01,0.28,0,0.81,0,0,0,0.67,0.17,0.07,0,0.7,0.03
-0.331211,-0.298348,-0.895146,-0.480039,-0.286645,-0.829094,-0.44,-0.327,123.8,-51.3,907.7,-0.549,0.52,0.167,0.99,0.93,0.01,0.26,0,0.9,0,0,0,0.61,0.12,0,0,0.8,0
-0.327954,-0.294489,-0.89762,-0.476602,-0.283045,-0.832308,-0.435,-0.322,124.3,-51.7,911.8,-0.541,0.515,0.167,0.96,0.74,0,0.18,0,1.01,0,0,0,0.58,0.05,0,0,0.91,0
-0.327417,-0.292336,-0.89852,-0.475804,-0.280732,-0.833547,-0.434,-0.32,124.5,-51.8,913.1,-0.538,0.514,0.168,0.91,0.72,0.02,0.23,0,0.87,0,0,0,0.54,0.05,0,0,0.85,0.03
-0.329046,-0.288271,-0.899238,-0.477209,-0.276925,-0.834017,-0.435,-0.315,124.2,-51.7,910.8,-0.533,0.516,0.168,0.86,0.7,0.02,0.23,0,0.86,0,0,0,0.53,0.17,0,0,0.8,0.03
-0.327621,-0.28814,-0.8998,-0.475613,-0.276771,-0.834979,-0.434,-0.315,124,-51.6,911.5,-0.532,0.514,0.169,0.84,0.78,0.02,0.23,0,0.8,0,0,0,0.46,0.26,0,0,0.75,0.03
-0.326545,-0.289001,-0.899915,-0.474571,-0.277667,-0.835274,-0.433,-0.316,124,-51.6,911.8,-0.532,0.512,0.171,0.84,0.81,0,0.21,0,0.89,0,0,0,0.37,0.38,0,0,0.81,0
-0.326179,-0.28957,-0.899864,-0.474159,-0.278164,-0.835343,-0.432,-0.316,124.1,-51.6,912.1,-0.532,0.511,0.172,0.86,0.88,0,0.18,0,0.93,0,0,0,0.33,0.23,0,0,0.89,0
-0.331167,-0.28496,-0.899514,-0.478313,-0.272781,-0.83475,-0.437,-0.311,123.6,-51.4,910.4,-0.527,0.516,0.169,0.94,1.05,0,0.13,0,0.94,0,0,0,0.24,0.16,0,0,0.96,0
-0.326981,-0.283714,-0.901438,-0.474354,-0.271791,-0.837328,-0.432,-0.309,123.8,-51.6,913,-0.524,0.513,0.166,1,1.19,0,0.05,0,0.97,0,0,0,0.25,0.07,0,0,1.06,0
-0.326609,-0.284232,-0.901409,-0.473856,-0.272358,-0.837426,-0.431,-0.31,123.9,-51.6,913.4,-0.524,0.512,0.166,1.04,1.21,0,0.11,0,1.07,0,0,0,0.14,0.29,0,0,1.1,0
-0.324327,-0.284737,-0.902074,-0.472371,-0.27319,-0.837993,-0.429,-0.31,123.7,-51.6,914.9,-0.523,0.51,0.169,0.97,1.08,0,0.2,0,1.2,0,0,0,0.16,0.44,0,0,0.96,0
-0.322855,-0.281726,-0.903546,-0.471479,-0.270423,-0.839392,-0.428,-0.307,124,-51.9,917.3,-0.519,0.507,0.168,0.91,0.95,0,0.25,0,1.25,0,0,0,0.09,0.63,0,0,0.86,0
-0.322104,-0.280201,-0.904288,-0.470564,-0.268657,-0.840472,-0.426,-0.305,124.1,-52,918.7,-0.517,0.506,0.169,0.83,0.88,0,0.18,0,1.1,0,0,0,0.16,0.41,0,0,0.87,0
-0.323145,-0.274789,-0.905576,-0.472831,-0.262912,-0.841016,-0.428,-0.299,124.2,-52.2,919.8,-0.509,0.507,0.165,0.79,0.74,0,0.13,0,1.11,0,0,0,0.24,0.31,0,0,1.07,0
-0.324316,-0.272366,-0.90589,-0.47299,-0.259963,-0.841843,-0.428,-0.296,123.5,-52,918.3,-0.503,0.509,0.163,0.78,0.74,0,0.07,0,1.07,0,0,0,0.36,0.2,0,0,1.21,0
-0.324331,-0.2701,-0.906562,-0.472026,-0.257992,-0.84299,-0.427,-0.293,123.1,-51.9,916.6,-0.499,0.507,0.166,0.78,0.78,0,0.03,0,1.2,0,0,0,0.38,0.38,0,0,1.22,0
-0.323926,-0.270398,-0.906618,-0.471378,-0.257714,-0.843437,-0.427,-0.293,123.1,-51.9,916.9,-0.499,0.506,0.168,0.79,0.89,0,0,0,1,0,0,0,0.23,0.32,0,0,1.18,0
-0.324105,-0.273299,-0.905684,-0.471913,-0.259623,-0.842552,-0.427,-0.296,122.7,-51.7,915.5,-0.501,0.506,0.17,0.74,0.93,0,0,0,1.15,0,0,0,0.12,0.25,0,0,1.17,0
-0.320087,-0.273943,-0.906917,-0.467229,-0.260892,-0.844768,-0.422,-0.296,122.5,-51.7,914.9,-0.499,0.501,0.167,0.72,0.97,0,0,0,1.19,0,0,0,0.1,0.16,0,0,1.17,0
-0.319602,-0.275704,-0.906555,-0.466466,-0.262433,-0.844712,-0.422,-0.298,122.5,-51.6,914.5,-0.501,0.499,0.168,0.69,1.02,0,0,0,1.39,0,0,0,0.1,0.22,0,0,1.1,0
-0.320601,-0.273744,-0.906796,-0.468119,-0.26019,-0.844492,-0.423,-0.296,122.4,-51.6,915.1,-0.496,0.502,0.166,0.73,0.93,0,0,0,1.27,0,0,0,0.1,0.17,0,0,0.91,0
-0.321546,-0.269459,-0.907744,-0.469147,-0.256637,-0.845008,-0.424,-0.292,122.3,-51.7,916.4,-0.493,0.505,0.164,0.78,0.85,0,0,0,1.2,0,0,0,0.07,0.08,0,0,0.76,0
-0.322088,-0.268194,-0.907927,-0.470014,-0.255414,-0.844897,-0.424,-0.29,122.3,-51.7,916.6,-0.492,0.506,0.162,0.84,0.88,0,0.03,0,1.21,0,0,0,0.07,0.15,0,0,0.8,0
-0.3226,-0.274833,-0.905757,-0.470617,-0.259785,-0.843227,-0.426,-0.297,122,-51.6,914.8,-0.498,0.505,0.159,0.92,0.94,0,0.09,0,1.3,0,0,0,0.05,0.27,0,0,0.81,0
-0.324405,-0.274457,-0.905226,-0.47261,-0.25901,-0.84235,-0.428,-0.296,121.8,-51.6,915.3,-0.499,0.508,0.162,0.98,1.04,0,0.16,0,1.35,0,0,0,0,0.4,0,0,0.82,0
-0.324236,-0.275199,-0.905062,-0.47238,-0.259505,-0.842327,-0.428,-0.297,121.9,-51.6,915.7,-0.499,0.507,0.164,0.98,1.06,0,0.18,0,1.24,0,0,0,0.07,0.38,0,0,0.87,0.01
-0.322092,-0.270265,-0.907311,-0.470019,-0.255676,-0.844815,-0.425,-0.292,121.9,-51.7,915.8,-0.493,0.505,0.156,0.97,1.05,0,0.15,0,1.16,0,0,0,0.1,0.43,0,0,0.94,0.01
-0.322636,-0.264971,-0.908678,-0.471579,-0.250963,-0.845358,-0.425,-0.286,122.1,-51.8,918,-0.488,0.508,0.155,0.9,1.03,0,0.07,0,1.05,0,0,0,0.11,0.4,0,0,1.1,0.01
-0.322138,-0.264764,-0.908915,-0.471185,-0.250903,-0.845596,-0.425,-0.286,122.2,-51.8,918.9,-0.484,0.508,0.153,0.89,1.01,0,0.02,0,1.03,0,0,0,0.06,0.38,0,0,1.12,0
-0.322283,-0.264668,-0.908892,-0.471393,-0.250882,-0.845486,-0.425,-0.286,122.2,-51.8,918.9,-0.483,0.508,0.153,0.86,1.03,0,0,0,1.12,0,0,0,0.03,0.31,0,0,1.13,0
